folder name,file name,lifelines,messages,nesting_depth,cyclomatic_complexity,cohesion,coupling,completeness,clarity
US Pegasus,017_Library_Management_System_357.txt,0,10,0,13,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US Pegasus,004_Library_Management_System_119.txt,0,13,0,16,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US Pegasus,003_Library_Management_System_115.txt,1,3,0,5,High,Medium/Low,Incomplete (missing responses),Medium/Low
US Pegasus,099_unibath_26.txt,1,5,0,7,High,Medium/Low,Incomplete (missing responses),Medium/Low
US Pegasus,024_Restaurant_Management_System_199.txt,3,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US Pegasus,093_rdadmp_14.txt,3,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US Pegasus,052_cask_32.txt,3,10,0,13,Medium/Low,High,Incomplete (missing responses),Medium/Low
US Pegasus,076_mis_53.txt,0,12,0,14,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US Pegasus,043_alfred_39.txt,0,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US Pegasus,018_Library_Management_System_85.txt,0,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US Pegasus,085_openspending_46.txt,0,5,0,7,High,Medium/Low,Incomplete (missing responses),Medium/Low
US Pegasus,095_scrumalliance_47.txt,3,15,0,18,Medium/Low,High,Incomplete (missing responses),Medium/Low
US Pegasus,090_racdam_4.txt,2,7,0,10,Medium/Low,High,Incomplete (missing responses),Medium/Low
US Pegasus,100_zooniverse_27.txt,4,12,0,14,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US Pegasus,041_alfred_107.txt,4,6,1,10,Medium/Low,High,Incomplete (missing responses),Medium/Low
US Pegasus,023_Restaurant_Management_System_189.txt,3,5,0,7,High,High,Incomplete (missing responses),Medium/Low
US Pegasus,048_badcamp_42.txt,1,7,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US Pegasus,083_openspending_36.txt,0,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US Pegasus,096_scrumalliance_60.txt,2,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US Pegasus,001_Library_Management_System_106.txt,3,12,0,14,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US Pegasus,097_scrumalliance_87.txt,0,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US Pegasus,016_Library_Management_System_333.txt,0,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US Pegasus,051_cask_20.txt,2,7,0,9,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US Pegasus,032_Restaurant_Management_System_304.txt,1,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US Pegasus,028_Restaurant_Management_System_282.txt,0,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US Pegasus,050_badcamp_65.txt,0,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US Pegasus,007_Library_Management_System_181.txt,3,8,0,10,Medium/Low,High,Incomplete (missing responses),Medium/Low
US Pegasus,045_alfred_72.txt,3,4,0,6,High,High,Incomplete (missing responses),Medium/Low
US Pegasus,013_Library_Management_System_308.txt,0,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US Pegasus,020_Restaurant_Management_System_136.txt,0,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US Pegasus,029_Restaurant_Management_System_287.txt,3,4,0,6,High,High,Incomplete (missing responses),Medium/Low
US Pegasus,014_Library_Management_System_312.txt,1,9,0,12,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US Pegasus,015_Library_Management_System_318.txt,0,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US Pegasus,084_openspending_37.txt,0,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US Pegasus,035_Restaurant_Management_System_319.txt,1,2,0,4,High,Medium/Low,Incomplete (missing responses),Medium/Low
US Pegasus,021_Restaurant_Management_System_161.txt,0,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US Pegasus,088_planningpoker_2.txt,1,10,0,12,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US Pegasus,077_mis_65.txt,0,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US Pegasus,055_cask_9.txt,4,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US Pegasus,079_neurohub_20.txt,3,6,0,8,Medium/Low,High,Incomplete (missing responses),Medium/Low
US Pegasus,073_mis_11.txt,4,7,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US Pegasus,092_racdam_71.txt,0,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US Pegasus,078_neurohub_101.txt,0,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US Pegasus,006_Library_Management_System_172.txt,1,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US Pegasus,062_datahub_57.txt,2,7,0,9,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US Pegasus,011_Library_Management_System_291.txt,1,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US Pegasus,046_alfred_89.txt,1,3,0,5,High,Medium/Low,Incomplete (missing responses),Medium/Low
US Pegasus,063_duraspace_27.txt,0,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US Pegasus,037_Restaurant_Management_System_339.txt,3,7,0,9,Medium/Low,High,Incomplete (missing responses),Medium/Low
US Pegasus,010_Library_Management_System_289.txt,0,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US Pegasus,056_culrepo_19.txt,0,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US Pegasus,057_culrepo_22.txt,3,4,0,6,High,High,Incomplete (missing responses),Medium/Low
US Pegasus,025_Restaurant_Management_System_201.txt,1,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US Pegasus,087_planningpoker_18.txt,0,7,0,9,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US Pegasus,058_culrepo_3.txt,0,14,0,17,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US Pegasus,002_Library_Management_System_113.txt,0,5,0,8,High,Medium/Low,Incomplete (missing responses),Medium/Low
US Pegasus,075_mis_30.txt,1,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US Pegasus,094_rdadmp_43.txt,3,4,0,6,High,High,Incomplete (missing responses),Medium/Low
US Pegasus,033_Restaurant_Management_System_31.txt,3,9,0,11,Medium/Low,High,Incomplete (missing responses),Medium/Low
US Pegasus,074_mis_27.txt,3,8,0,10,Medium/Low,High,Incomplete (missing responses),Medium/Low
US Pegasus,038_Restaurant_Management_System_340.txt,1,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US Pegasus,040_alfred_106.txt,0,10,2,15,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US Pegasus,070_frictionless_18.txt,2,6,0,9,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US Pegasus,082_openspending_14.txt,2,11,0,14,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,091_racdam_7.txt,0,5,0,7,High,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,042_alfred_113.txt,0,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,061_datahub_53.txt,0,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,008_Library_Management_System_220.txt,2,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,072_frictionless_32.txt,2,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,086_openspending_49.txt,0,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,067_federalspending_15.txt,3,4,0,6,High,High,Incomplete (missing responses),Medium/Low
US BART,089_planningpoker_7.txt,1,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,053_cask_33.txt,0,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,039_Restaurant_Management_System_73.txt,3,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,066_duraspace_72.txt,4,5,0,7,High,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,027_Restaurant_Management_System_227.txt,0,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,098_unibath_1.txt,0,7,0,9,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,022_Restaurant_Management_System_178.txt,2,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,030_Restaurant_Management_System_290.txt,0,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,081_openspending_12.txt,0,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,034_Restaurant_Management_System_317.txt,3,8,0,10,Medium/Low,High,Incomplete (missing responses),Medium/Low
US BART,049_badcamp_6.txt,3,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,019_Library_Management_System_94.txt,0,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,059_culrepo_70.txt,1,10,0,12,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,031_Restaurant_Management_System_300.txt,3,4,0,6,High,High,Incomplete (missing responses),Medium/Low
US BART,012_Library_Management_System_298.txt,0,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,047_archivesspace_47.txt,0,16,0,18,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,060_culrepo_91.txt,0,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,071_frictionless_2.txt,0,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,044_alfred_58.txt,0,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,036_Restaurant_Management_System_323.txt,0,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,065_duraspace_68.txt,0,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,069_federalspending_74.txt,0,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,026_Restaurant_Management_System_222.txt,0,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,068_federalspending_68.txt,0,6,0,9,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,054_cask_42.txt,3,10,0,12,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,064_duraspace_64.txt,4,8,0,10,Medium/Low,High,Incomplete (missing responses),Medium/Low
US BART,005_Library_Management_System_165.txt,2,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,080_neurohub_9.txt,2,15,0,17,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,009_Library_Management_System_229.txt,0,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,017_Library_Management_System_357.txt,1,3,0,5,High,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,004_Library_Management_System_119.txt,1,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,003_Library_Management_System_115.txt,2,5,0,7,High,High,Incomplete (missing responses),Medium/Low
US BART,099_unibath_26.txt,2,10,0,13,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,024_Restaurant_Management_System_199.txt,0,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,093_rdadmp_14.txt,3,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,052_cask_32.txt,0,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,076_mis_53.txt,4,9,0,11,Medium/Low,High,Incomplete (missing responses),Medium/Low
US BART,043_alfred_39.txt,0,3,0,5,High,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,018_Library_Management_System_85.txt,4,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,085_openspending_46.txt,1,5,0,7,High,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,095_scrumalliance_47.txt,0,0,0,2,High,High,High,Medium/Low
US BART,090_racdam_4.txt,3,11,0,13,Medium/Low,High,Incomplete (missing responses),Medium/Low
US BART,100_zooniverse_27.txt,4,8,0,10,Medium/Low,High,Incomplete (missing responses),Medium/Low
US BART,041_alfred_107.txt,0,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,023_Restaurant_Management_System_189.txt,0,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,048_badcamp_42.txt,0,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,083_openspending_36.txt,4,7,0,9,Medium/Low,High,Incomplete (missing responses),Medium/Low
US BART,096_scrumalliance_60.txt,3,4,0,6,High,High,Incomplete (missing responses),Medium/Low
US BART,001_Library_Management_System_106.txt,2,5,0,8,High,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,097_scrumalliance_87.txt,0,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,016_Library_Management_System_333.txt,3,12,0,15,Medium/Low,High,Incomplete (missing responses),Medium/Low
US BART,051_cask_20.txt,0,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,032_Restaurant_Management_System_304.txt,3,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,028_Restaurant_Management_System_282.txt,2,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,050_badcamp_65.txt,3,5,0,7,High,High,Incomplete (missing responses),Medium/Low
US BART,007_Library_Management_System_181.txt,2,9,0,11,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,045_alfred_72.txt,0,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,013_Library_Management_System_308.txt,1,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,020_Restaurant_Management_System_136.txt,2,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,029_Restaurant_Management_System_287.txt,3,5,0,7,High,High,Incomplete (missing responses),Medium/Low
US BART,014_Library_Management_System_312.txt,0,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,015_Library_Management_System_318.txt,0,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,084_openspending_37.txt,0,11,0,13,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,035_Restaurant_Management_System_319.txt,2,2,0,4,High,High,Incomplete (missing responses),Medium/Low
US BART,021_Restaurant_Management_System_161.txt,3,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,088_planningpoker_2.txt,1,10,0,13,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,077_mis_65.txt,0,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,055_cask_9.txt,4,6,0,9,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,079_neurohub_20.txt,2,5,0,7,High,High,Incomplete (missing responses),Medium/Low
US BART,073_mis_11.txt,0,7,0,9,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,092_racdam_71.txt,0,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,078_neurohub_101.txt,2,15,0,17,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,006_Library_Management_System_172.txt,2,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,062_datahub_57.txt,2,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,011_Library_Management_System_291.txt,0,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,046_alfred_89.txt,2,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,063_duraspace_27.txt,1,3,0,5,High,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,037_Restaurant_Management_System_339.txt,3,11,1,15,Medium/Low,High,Incomplete (missing responses),Medium/Low
US BART,010_Library_Management_System_289.txt,0,12,1,16,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,056_culrepo_19.txt,6,15,0,18,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,057_culrepo_22.txt,2,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,025_Restaurant_Management_System_201.txt,2,5,0,7,High,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,087_planningpoker_18.txt,0,5,0,7,High,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,058_culrepo_3.txt,0,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,002_Library_Management_System_113.txt,3,6,0,8,Medium/Low,High,Incomplete (missing responses),Medium/Low
US BART,075_mis_30.txt,0,9,0,12,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,094_rdadmp_43.txt,0,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,033_Restaurant_Management_System_31.txt,0,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,074_mis_27.txt,0,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,038_Restaurant_Management_System_340.txt,3,11,1,15,Medium/Low,High,Incomplete (missing responses),Medium/Low
US BART,040_alfred_106.txt,3,4,0,6,High,High,Incomplete (missing responses),Medium/Low
US BART,070_frictionless_18.txt,2,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US BART,082_openspending_14.txt,1,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,091_racdam_7.txt,4,6,0,8,Medium/Low,High,Incomplete (missing responses),Medium/Low
US RoBERTa,042_alfred_113.txt,1,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,061_datahub_53.txt,3,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,008_Library_Management_System_220.txt,2,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,072_frictionless_32.txt,4,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,086_openspending_49.txt,4,6,0,8,Medium/Low,High,Incomplete (missing responses),Medium/Low
US RoBERTa,067_federalspending_15.txt,0,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,089_planningpoker_7.txt,0,7,0,9,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,053_cask_33.txt,2,7,0,9,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,039_Restaurant_Management_System_73.txt,1,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,066_duraspace_72.txt,2,10,0,12,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,027_Restaurant_Management_System_227.txt,3,4,0,6,High,High,Incomplete (missing responses),Medium/Low
US RoBERTa,098_unibath_1.txt,4,6,0,8,Medium/Low,High,Incomplete (missing responses),Medium/Low
US RoBERTa,022_Restaurant_Management_System_178.txt,1,3,0,5,High,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,030_Restaurant_Management_System_290.txt,1,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,081_openspending_12.txt,0,9,0,11,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,034_Restaurant_Management_System_317.txt,2,12,0,14,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,049_badcamp_6.txt,3,9,0,12,Medium/Low,High,Incomplete (missing responses),Medium/Low
US RoBERTa,019_Library_Management_System_94.txt,1,2,0,4,High,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,059_culrepo_70.txt,0,9,0,12,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,031_Restaurant_Management_System_300.txt,3,4,0,6,High,High,Incomplete (missing responses),Medium/Low
US RoBERTa,012_Library_Management_System_298.txt,3,4,0,6,High,High,Incomplete (missing responses),Medium/Low
US RoBERTa,047_archivesspace_47.txt,1,24,0,26,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,060_culrepo_91.txt,0,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,071_frictionless_2.txt,0,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,044_alfred_58.txt,0,10,0,13,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,036_Restaurant_Management_System_323.txt,0,9,0,12,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,065_duraspace_68.txt,3,6,0,9,Medium/Low,High,Incomplete (missing responses),Medium/Low
US RoBERTa,069_federalspending_74.txt,0,8,0,11,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,026_Restaurant_Management_System_222.txt,2,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,068_federalspending_68.txt,1,5,0,8,High,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,054_cask_42.txt,2,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,064_duraspace_64.txt,4,5,0,8,High,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,005_Library_Management_System_165.txt,2,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,080_neurohub_9.txt,1,10,0,12,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,009_Library_Management_System_229.txt,0,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,017_Library_Management_System_357.txt,0,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,004_Library_Management_System_119.txt,1,20,0,22,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,003_Library_Management_System_115.txt,2,5,0,7,High,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,099_unibath_26.txt,0,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,024_Restaurant_Management_System_199.txt,0,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,093_rdadmp_14.txt,3,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,052_cask_32.txt,4,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,076_mis_53.txt,0,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,043_alfred_39.txt,0,5,1,9,High,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,018_Library_Management_System_85.txt,0,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,085_openspending_46.txt,1,7,0,9,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,095_scrumalliance_47.txt,0,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,090_racdam_4.txt,4,9,0,11,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,100_zooniverse_27.txt,4,9,0,11,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,041_alfred_107.txt,0,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,023_Restaurant_Management_System_189.txt,0,9,0,11,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,048_badcamp_42.txt,3,12,0,14,Medium/Low,High,Incomplete (missing responses),Medium/Low
US RoBERTa,083_openspending_36.txt,0,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,096_scrumalliance_60.txt,3,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,001_Library_Management_System_106.txt,0,12,0,14,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,097_scrumalliance_87.txt,4,19,0,21,Medium/Low,High,Incomplete (missing responses),Medium/Low
US RoBERTa,016_Library_Management_System_333.txt,0,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,051_cask_20.txt,0,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,032_Restaurant_Management_System_304.txt,0,8,0,11,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,028_Restaurant_Management_System_282.txt,0,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,050_badcamp_65.txt,4,6,0,8,Medium/Low,High,Incomplete (missing responses),Medium/Low
US RoBERTa,007_Library_Management_System_181.txt,2,5,0,7,High,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,045_alfred_72.txt,3,6,0,8,Medium/Low,High,Incomplete (missing responses),Medium/Low
US RoBERTa,013_Library_Management_System_308.txt,2,6,0,8,Medium/Low,High,Incomplete (missing responses),Medium/Low
US RoBERTa,020_Restaurant_Management_System_136.txt,0,12,0,14,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,029_Restaurant_Management_System_287.txt,1,3,0,5,High,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,014_Library_Management_System_312.txt,2,7,0,9,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,015_Library_Management_System_318.txt,3,12,0,14,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,084_openspending_37.txt,4,6,0,8,Medium/Low,High,Incomplete (missing responses),Medium/Low
US RoBERTa,035_Restaurant_Management_System_319.txt,0,10,0,12,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,021_Restaurant_Management_System_161.txt,0,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,088_planningpoker_2.txt,3,8,0,10,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,077_mis_65.txt,3,12,0,14,Medium/Low,High,Incomplete (missing responses),Medium/Low
US RoBERTa,055_cask_9.txt,5,12,0,15,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,079_neurohub_20.txt,0,4,0,6,High,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,073_mis_11.txt,3,5,0,7,High,High,Incomplete (missing responses),Medium/Low
US RoBERTa,092_racdam_71.txt,0,6,0,8,Medium/Low,Medium/Low,Incomplete (missing responses),Medium/Low
US RoBERTa,078_neurohub_101.txt,3,12,0,14,Medium/Low,High,Incomplete (missing responses),Medium/Low
US RoBERTa,006_Library_Management_System_172.txt,0,0,0,2,High,High,High,Medium/Low
US RoBERTa,062_datahub_57.txt,3,5,0,7,High,High,Incomplete (missing responses),Medium/Low
US RoBERTa,011_Library_Management_System_291.txt,1,5,0,7,High,Medium/Low,Incomplete (missing responses),Medium/Low
